1506,825,99,99,GAR₃
1411,943,67,70,GAR₃
1605,828,105,80,DI
1481,940,127,76,ZAG
1398,1016,108,67,GA
1487,1010,92,57,MAR
1573,1003,60,73,TUM
1407,1077,64,70,ŠU
1461,1077,41,60,BAD
1509,1077,67,57,ZAG
1446,1156,29,67,A
1296,1150,86,70,MU
1385,1150,60,67,KI
1474,1147,51,64,|GUD×KUR|
1532,1143,60,73,MA
1299,1223,60,67,GIŠ
1286,1280,70,73,GIŠ
1363,1226,54,60,KU
1350,1291,54,64,KU
1420,1225,60,60,E
1407,1295,64,54,E
1484,1221,54,54,LU
1474,1291,54,57,LU
1398,1339,92,80,DIM
1296,1443,64,64,ŠU
1363,1446,38,51,BAD
1404,1433,83,70,ZAG
1286,1513,76,64,E
1360,1510,89,60,LI
1290,1586,92,51,ZAG
1376,1575,70,51,BI
1404,1635,60,51,TU
1340,1642,67,45,A
1296,2177,51,60,E
1353,2177,80,67,LI
1290,2126,64,48,E
1290,2368,70,67,E
1366,2371,51,70,LI
1290,2307,76,60,ZAG
1290,2441,73,57,ZAG
1360,2314,29,48,BAR
1391,2314,45,57,IGI
1353,2253,80,57,KA
1283,2237,73,73,TE
1614,4132,99,83,SAR
1592,4221,89,54,TA
1493,4218,96,67,MEŠ
1442,4284,80,80,MA
1525,4297,41,54,U
1573,4297,76,45,ZAG
1649,4288,57,57,MA
1395,4364,118,70,ŠA
1512,4358,51,64,AŠ
1557,4342,111,70,TAG
1372,4431,124,67,GAN₂
1481,4421,57,73,DIŠ
1519,4412,86,67,PI
1598,4405,111,60,TU
1391,4507,108,60,TI
1665,4469,99,60,TI
1487,4469,108,92,GABA
1369,4558,108,80,ZAG
1538,4555,45,67,SI
1477,4558,67,76,ŠU
1582,4546,115,73,I
1691,4526,96,76,NA
1407,4632,86,64,NI
1321,4638,96,73,DA
1738,4612,92,64,NI
1487,4625,111,73,ŠA
1611,4625,131,64,KA
1328,4705,89,80,DA
1388,4698,111,70,NI
1490,4689,86,67,E
1684,4670,111,67,E
1582,4679,102,67,RU
1815,4682,67,45,E
1474,4781,57,60,NU
1388,4788,80,64,|U.KA|
1318,4794,70,60,KU
1519,4765,57,80,ŠU
1579,4765,38,70,BAD
1694,4765,32,60,GAR
1624,4756,64,76,ZAG
1713,4756,64,64,MA
1767,4746,67,83,KI
1837,4746,60,70,TA
1898,4746,54,54,IGI
1844,4931,99,83,LUGAL
1738,4944,102,73,GAL
1936,4924,80,70,KAL
2012,4902,54,80,NU
2063,4912,73,70,LUGAL
1321,4991,22,51,AŠ
1344,4995,54,54,SUR
1283,4982,38,70,DIŠ
1617,4953,124,76,LUGAL
1398,4975,80,80,KAK
1385,5131,38,70,DIŠ
1423,5135,22,64,AŠ
1439,5128,83,83,SUR
1270,5125,115,86,TUR
1516,5100,166,99,ŠEŠ
1856,5068,121,76,LUGAL
1783,5080,70,76,NA
2060,5055,70,86,LUGAL
1990,5065,57,83,ŠU₂
1688,5096,92,83,SUM
1598,5552,35,60,AŠ
1627,5549,57,76,SUR
1684,5386,105,83,MEŠ
1640,5240,96,70,MEŠ
1497,5393,89,86,I
1455,5393,45,96,PI
1379,5412,73,73,I
1589,5399,99,76,DUB
1681,5545,96,80,KI
1398,5552,111,89,RI
1512,5552,83,76,KUR
1290,5552,108,96,GABA
1630,5714,54,70,A
1525,5714,99,70,ŠU
1688,5685,67,99,TU
1560,5835,127,96,|PIRIG×ZA|
1331,5870,226,92,|GU₂×KAK|
1446,6044,143,86,TA
1598,6023,153,92,MAR
1459,4955,163,82,|TUR.UŠ|
