61,49,122,121
174,56,115,110
281,45,110,131
374,56,152,103
519,69,93,95
600,68,62,88
645,56,121,112
741,68,90,98
829,57,65,108
894,61,84,102
44,168,153,115
199,169,84,105
280,173,95,88
364,161,129,102
490,161,69,115
559,166,126,100
679,166,112,102
793,168,84,95
865,168,83,81
953,171,71,76
40,288,121,102
161,273,91,114
257,271,102,115
364,271,91,127
457,285,108,71
565,267,129,86
679,280,79,79
751,274,100,91
843,266,105,108
944,262,100,100
48,987,228,127
789,372,164,108
150,709,75,101
59,399,149,98
45,718,102,88
216,400,93,82
957,371,101,107
118,1392,107,79
315,395,64,76
379,394,102,79
905,480,134,76
48,499,163,85
226,708,69,88
942,567,124,85
211,1385,248,96
577,1447,169,100
586,1363,155,95
741,1359,105,105
608,1263,222,112
40,814,143,85
184,805,76,88
39,902,142,85
181,898,96,87
43,1121,192,85
806,1182,107,86
601,1175,203,91
308,1292,134,92
224,1306,93,68
75,1298,154,97
178,1197,276,128
73,1208,113,97
827,1279,99,113
906,1287,122,84
859,1375,113,98
965,1367,110,90
908,1182,136,104
238,1102,80,84
290,1087,191,108
472,1066,157,112
625,1065,105,107
732,1065,49,140
770,1066,90,122
848,1074,78,105
920,1074,57,113
970,1072,74,117
914,975,95,92
276,998,79,108
327,1545,146,111
483,1543,119,101
577,1528,143,110
728,1535,85,111
851,1536,141,103
746,1461,107,104
859,1463,119,81
979,1461,81,91
258,1548,78,96
217,490,95,117
40,590,183,117
203,604,70,90
939,660,127,98
955,767,78,106
