644,41,56,70
700,41,37,65
746,31,89,79
214,139,65,79
345,134,51,79
270,134,79,84
382,129,135,79
494,115,103,79
602,125,47,70
634,115,61,79
686,115,121,65
807,97,70,84
326,213,75,61
387,218,51,56
419,213,112,51
522,199,84,70
588,190,107,70
686,181,79,61
751,190,56,56
770,176,131,84
877,190,65,65
153,283,70,65
228,260,98,89
321,269,107,79
415,279,121,61
522,269,107,75
625,265,112,70
723,255,140,61
844,251,89,70
905,241,79,84
139,363,61,70
205,363,33,75
233,353,65,75
293,353,47,65
522,353,47,75
471,363,47,51
349,353,75,75
410,339,70,84
560,339,89,79
644,339,42,75
676,339,61,70
732,339,47,70
863,325,37,70
896,330,47,65
928,330,70,65
994,311,33,79
1022,311,37,89
97,433,70,70
144,428,70,79
209,433,79,61
265,428,103,65
466,428,47,84
349,428,126,75
555,424,89,75
695,419,65,65
774,409,47,65
812,400,75,79
998,405,56,65
1041,391,65,65
1092,386,47,84
1115,395,79,65
872,400,98,79
1498,157,89,61
1531,227,70,65
1470,223,56,70
1540,311,33,56
1540,395,47,28
125,517,56,65
172,517,42,70
205,512,51,79
279,517,47,61
321,503,51,70
354,508,37,70
377,494,149,79
522,494,65,75
569,489,70,70
681,484,89,65
630,489,65,70
765,470,93,75
858,484,61,56
914,475,89,65
998,480,37,65
1027,480,47,56
1073,475,42,56
1115,470,47,61
1157,456,93,65
1241,456,65,70
167,596,65,65
284,596,75,61
354,582,75,70
419,578,103,75
517,568,70,79
784,540,98,75
597,573,89,61
686,550,107,79
882,545,75,75
956,545,98,75
1106,550,103,56
1195,536,117,56
1297,522,121,79
1031,536,75,84
125,671,65,65
261,666,93,70
354,666,47,65
177,666,79,70
653,648,47,51
517,662,47,56
550,643,112,75
700,634,84,65
788,634,79,61
938,624,98,75
868,638,70,56
1027,606,117,65
1139,610,33,65
1358,596,79,75
1433,592,65,70
1162,596,131,75
1283,596,79,84
639,704,89,70
522,732,117,47
718,704,65,56
770,690,84,70
849,699,61,61
896,699,89,56
966,685,84,65
1050,680,89,79
1143,680,79,70
1223,676,70,65
1283,676,89,61
1358,652,121,75
723,755,140,79
863,750,173,65
1190,732,248,65
545,825,79,89
681,834,89,70
760,839,61,70
807,830,65,75
868,834,65,65
938,820,65,75
994,830,56,61
1036,811,89,75
1115,806,103,84
1204,806,75,70
1265,792,103,70
1367,802,61,51
1241,872,70,79
1302,858,98,84
1381,858,117,61
1162,886,79,70
886,909,65,61
938,891,135,70
1045,876,107,79
461,923,103,79
564,919,65,65
625,900,145,84
765,900,112,70
550,975,149,70
686,979,93,65
770,975,145,61
975,951,173,75
1157,937,98,84
1241,928,135,75
653,1049,75,75
723,1040,107,79
798,1040,126,61
928,1026,79,89
1003,1021,107,89
1111,1003,154,84
1251,984,126,89
1353,984,154,70
424,1063,103,84
658,1110,103,61
756,1110,135,56
1321,1054,173,47
1400,1105,89,79
1311,1124,89,61
1204,1115,103,79
1111,1124,93,93
947,1152,103,75
830,1175,103,56
625,1180,117,89
569,1199,56,61
536,1189,23,75
475,1203,61,84
419,1203,51,79
1377,1278,14,56
1395,1259,70,75
1274,1245,98,103
1111,1250,168,121
975,1273,79,117
821,1259,145,149
737,1301,79,107
648,1306,89,121
494,1311,154,117
401,1306,93,126
1293,1460,121,93
1129,1479,65,70
1204,1465,84,89
1414,1442,42,79
