201,500,40,42
287,223,38,44
44,579,52,38
24,258,38,33
82,539,55,42
317,74,72,43
180,269,57,41
457,215,70,38
251,299,55,42
497,358,41,43
189,425,35,45
166,466,31,39
238,120,44,41
432,252,28,41
226,303,29,44
492,249,47,43
219,574,58,41
319,181,57,45
49,541,50,38
510,172,47,47
283,332,47,47
246,85,33,40
385,72,29,41
82,210,32,43
79,391,54,42
76,434,49,43
94,510,40,33
50,433,41,45
56,480,27,40
531,358,56,39
250,372,44,44
134,467,39,39
185,463,41,43
169,384,44,44
423,178,43,44
132,574,44,40
408,72,37,40
383,219,80,40
183,306,46,47
452,250,53,43
389,181,39,42
273,261,48,42
393,106,41,41
280,117,57,38
490,69,49,35
218,338,72,41
517,214,63,36
160,538,40,40
544,175,40,41
403,287,49,46
125,541,46,40
460,363,48,42
128,385,44,50
534,243,44,44
534,401,53,47
212,154,49,39
161,503,64,43
445,290,83,37
514,284,67,39
139,351,61,43
95,241,40,45
178,232,64,42
79,353,56,43
379,254,53,38
316,255,71,42
250,153,68,39
499,139,65,40
294,297,53,38
543,322,34,36
501,105,51,36
435,331,38,39
421,401,49,39
26,397,34,44
286,371,54,44
445,436,62,42
231,265,44,41
54,282,50,40
278,48,32,44
236,187,45,46
463,104,43,41
88,576,52,40
319,218,66,42
123,309,60,46
82,472,57,41
295,40,56,47
53,246,49,44
436,138,87,46
476,402,42,40
169,573,55,42
223,458,62,46
429,368,38,38
273,82,45,38
35,211,47,45
348,34,98,46
506,433,77,48
253,418,45,50
18,508,87,40
81,315,53,42
309,147,38,39
340,140,44,48
200,188,39,44
192,536,61,42
340,109,56,43
122,427,35,47
489,321,62,43
230,227,68,42
279,185,49,44
377,139,64,45
14,582,29,26
18,548,31,37
244,536,35,41
126,507,34,36
19,472,56,47
153,428,39,44
222,420,33,47
288,410,39,55
313,416,34,45
512,404,28,39
456,402,31,41
55,391,34,54
209,379,44,48
25,361,30,54
46,352,37,55
123,361,21,28
22,324,63,37
466,329,33,42
576,326,23,34
23,290,34,34
96,280,47,42
171,204,42,35
368,191,26,33
421,180,46,44
462,177,56,48
153,152,45,52
185,148,39,50
194,46,87,45
