2895,5073,207,125
2587,5031,290,145
2454,5033,141,142
2305,5029,171,138
2066,5015,220,153
1863,5021,250,148
1656,4996,265,154
1454,5002,212,133
1347,4992,103,129
1166,4991,187,136
989,4978,183,146
773,4995,219,141
693,4983,127,160
591,4998,114,144
492,5005,115,140
359,5003,145,142
2897,4937,221,132
2608,4917,269,135
2404,4915,209,125
2162,4901,253,143
1720,4885,243,130
1611,4871,145,147
1313,4873,321,124
963,4877,335,123
898,4872,102,118
752,4869,156,126
618,4883,132,116
443,4876,178,129
333,4890,126,107
2915,4813,108,116
2676,4787,231,153
2384,4789,300,135
1973,4776,212,136
1775,4756,202,145
1570,4747,209,146
1250,4775,325,122
1053,4732,188,146
812,4754,249,122
566,4750,238,124
389,4753,182,128
2903,4669,119,139
2669,4654,224,154
2387,4656,295,140
1825,4660,203,132
1611,4633,222,132
1419,4636,212,150
1245,4641,187,145
993,4633,256,138
798,4620,207,146
493,4628,310,141
336,4606,185,155
2880,4527,144,150
2395,4528,167,156
1755,4528,364,128
1467,4529,307,121
2896,4403,192,133
2640,4402,242,155
2415,4409,252,135
1973,4402,272,142
1756,4394,254,154
1601,4383,194,154
1458,4408,151,130
1287,4368,241,156
1096,4358,204,150
913,4361,188,153
775,4374,165,141
592,4358,248,154
482,4356,122,162
407,4343,108,180
352,4359,79,146
2904,4256,186,159
2685,4276,191,134
2424,4266,269,153
2198,4278,184,137
2028,4272,186,137
1872,4282,194,136
1713,4276,170,134
1546,4256,236,142
1404,4227,188,165
1267,4248,149,141
1163,4241,126,138
1026,4229,170,143
850,4223,217,147
670,4219,215,145
487,4207,238,163
373,4207,116,144
2942,4117,155,142
2786,4130,172,154
2565,4101,223,177
2356,4095,214,187
2102,4140,257,144
1911,4144,193,133
1753,4140,164,138
1540,4109,210,155
1324,4095,229,160
1182,4101,180,146
1036,4104,158,126
836,4082,197,148
581,4077,264,148
373,4088,247,127
2909,4000,169,147
2462,4010,362,114
2343,4007,124,126
2058,4006,284,140
1113,3953,253,134
905,3956,217,156
616,3954,278,140
417,3948,214,151
2917,3852,156,149
2713,3855,198,158
2192,3849,313,163
1872,3844,285,168
1755,3842,198,167
1526,3849,244,163
972,3819,352,145
782,3831,198,141
543,3826,241,139
373,3812,177,157
2899,3678,175,185
2542,3705,359,150
2320,3708,195,161
1605,3699,226,163
1438,3706,117,144
1170,3684,289,149
