2946,4957,244,155
2531,4938,275,133
2114,4923,396,132
1845,4948,252,114
1417,4937,241,125
1256,4927,166,140
1073,4948,185,130
867,4964,197,130
3187,4563,118,159
3039,4614,159,154
2868,4617,170,139
2714,4641,161,125
2576,4630,143,137
2435,4654,149,131
2274,4651,155,133
2143,4667,139,120
2020,4636,128,130
1912,4650,163,130
1818,4634,82,126
1603,4623,246,153
1513,4648,165,134
1328,4630,171,143
1094,4649,237,134
839,4619,277,191
3053,4271,156,153
2952,4275,135,141
2765,4314,182,144
2604,4312,201,142
2444,4317,166,149
2284,4327,165,133
2142,4332,142,138
1974,4336,173,136
1791,4325,195,151
1585,4340,218,139
1403,4353,193,142
1221,4352,204,147
1132,4351,136,156
877,4352,265,168
2799,3989,325,167
2361,4011,203,149
1980,4027,330,181
1769,4009,206,188
1541,4007,233,188
1284,4045,259,153
1135,4049,135,151
901,4030,232,181
2879,3718,258,167
2762,3729,124,176
2555,3747,233,170
2341,3754,257,160
1982,3768,304,148
1589,3773,301,149
1428,3763,174,149
1165,3780,271,143
882,3791,285,180
2966,3298,233,147
2648,3319,218,139
2414,3327,249,130
2118,3345,277,125
1920,3356,206,121
1766,3335,180,145
1563,3322,212,150
1286,3327,148,160
1112,3341,226,145
806,3358,301,165
655,3370,198,161
582,3376,86,158
3211,3075,100,187
2868,3151,345,179
2773,3219,97,112
2744,3204,107,130
2586,3208,174,146
2483,3212,107,124
2339,3202,200,153
2190,3217,165,138
2025,3200,177,136
1825,3182,213,166
1622,3187,277,163
1480,3189,150,156
1176,3184,318,170
1020,3223,195,149
946,3239,81,145
808,3237,146,139
705,3237,111,141
589,3241,145,141
3038,3039,114,133
2924,3052,124,135
2732,3064,226,139
2556,3085,185,161
2427,3068,149,144
2320,3075,98,129
2133,3069,265,147
1971,3065,169,138
1737,3067,234,139
1571,3045,186,151
1517,3064,69,112
1388,3055,153,166
1263,3091,130,129
1159,3082,138,137
936,3077,259,164
798,3102,150,145
673,3105,131,143
574,3112,118,144
3030,2897,188,139
2785,2891,198,148
2610,2908,182,123
2390,2915,231,135
2196,2919,196,132
2085,2920,116,124
1918,2903,149,132
1718,2891,240,151
1541,2902,181,144
1372,2896,178,138
1151,2909,246,144
930,2934,221,142
748,2950,208,134
609,2959,163,118
2991,2758,255,157
2872,2795,127,109
2776,2795,102,127
2688,2786,79,134
2591,2789,96,144
2367,2806,231,117
