1452,460,56,70,A
1515,452,100,78,AN
1734,460,104,78,NA
1615,452,115,85,GI
1941,437,115,96,KI
2141,434,137,93,NE
1837,449,104,78,MEŠ
2063,445,74,74,KU
2278,419,167,85,|HI×NUN|
1033,449,122,78,RU
1289,441,163,81,DU@g
1648,530,74,67,GAR
1363,534,126,56,NI
1511,541,141,41,KASKAL
1293,526,74,70,ERIN₂
1856,530,107,56,MA
2141,515,93,59,MA
1748,523,104,74,RU
1971,537,74,48,|U.U|
2037,508,100,70,UD
2326,482,133,93,DIB
1126,560,78,89,UŠ
1296,578,78,74,GIŠ
1371,582,70,74,KU
1500,578,52,74,GAR
1433,578,67,70,MEŠ
1552,578,33,70,DIŠ
1582,578,93,78,ŠA₃
1663,578,81,70,NU
1830,567,130,81,LU
1745,582,85,70,PAP
1982,586,52,56,DIŠ
2122,560,119,74,TE
2022,574,96,63,NUN
1259,641,70,63,MA
1196,641,74,85,IGI
1204,567,96,70,IGI
1326,649,52,67,AŠ
1371,649,70,67,BI
1422,641,119,67,RI
1522,641,70,81,ŠU₂
1582,637,85,74,NU
1659,637,48,78,U
1693,641,96,67,RU
1778,641,119,70,DI
1896,645,44,59,AŠ
1922,634,78,67,GIŠ
1978,634,100,70,KU
2185,612,104,81,RU
2274,604,115,78,U₂
2078,626,115,78,GI
1222,708,56,74,GAR
1474,708,67,63,A
1541,719,52,63,A
1593,704,107,67,UM
1704,708,81,67,MA
1789,723,56,52,AŠ
1996,700,144,59,KA
1278,708,174,67,IN
1837,700,167,70,|KASKAL.KUR|
2137,682,107,70,TUG₂
2245,682,63,59,ŠU₂
2304,671,81,74,|U.U|
1419,767,44,74,A
1459,778,41,67,A
1485,767,119,74,UM
1585,767,93,67,MA
1671,767,37,63,AŠ
1693,771,159,78,|KASKAL.KUR|
1845,767,115,74,KA
1948,760,89,67,TUG₂
2022,756,48,74,ŠU₂
2063,760,59,67,|U.U|
1337,767,81,74,UD
2148,749,41,78,ŠU₂
2178,749,56,70,MA
2248,730,104,85,SU
2222,749,44,78,AŠ
2111,763,52,74,NI
1315,837,96,78,DU
1396,837,137,89,MEŠ
1574,830,67,70,GAR
1893,834,44,63,AŠ
1641,830,67,74,PI
1685,826,107,67,MIN
1934,826,130,67,ŠA₃
2467,808,107,70,MEŠ
2082,830,74,59,ERIN₂
2145,819,122,59,MU
2274,804,174,85,DU
1559,886,104,67,KUR
1667,889,163,48,NU
1808,875,189,63,|HI×AŠ₂|
1985,889,100,63,UD
2078,878,63,70,DIŠ
2119,875,119,74,NUN
2456,871,96,70,ŠU₂
2245,886,122,78,|LAGAB.LAGAB|
1578,945,122,63,AN
1800,930,111,93,MA
1911,945,52,74,DIŠ
1685,934,119,81,|U.U|
2115,941,130,67,I
1959,941,133,78,LU₂
1378,960,67,63,KU
1437,952,122,74,RI
2237,937,170,67,SAL
2393,926,178,81,LUM
1371,1019,107,70,DU@g
1474,1023,93,67,NA
1559,1004,144,81,IGI
1789,1019,107,70,KUR
1889,1015,107,78,NUN
2004,1019,56,63,DIŠ
1715,1023,78,67,PAP
2226,993,174,81,KU₄
2404,1000,141,70,IB
2045,1004,189,81,|KI.KAL|
1722,1082,44,56,DIŠ
1926,1089,89,67,ERIN₂
2011,1086,119,63,MU
2134,1071,81,70,A
1763,1082,159,63,IGI
1526,1075,189,63,PAP
2189,1067,122,67,ŠA₃
2308,1067,137,74,DIB
2426,1060,126,70,BAD
1515,1130,156,89,MU
1645,1126,144,85,LAGAB
1808,1134,256,74,SAG
2108,1141,256,67,SAL
2360,1130,189,78,|IGI.UR|
1530,1204,37,78,U
1556,1208,63,56,PAP
1615,1208,48,59,HAL
1719,1193,89,89,GABA
1800,1204,56,74,GIŠ
1841,1208,74,70,KU
1904,1204,56,78,HI
1941,1200,63,81,GAR
2034,1197,74,85,NI
1993,1200,52,89,KUR
2159,1204,70,70,TE
2100,1200,59,81,IB
2300,1204,93,74,GUD
2389,1208,59,78,UD
2226,1208,52,74,E
2271,1204,37,81,A
2426,3304,148,111,A₂
2182,3319,244,93,IGI
2137,3201,130,85,I
2041,3208,96,100,ŠU₂
2256,3186,96,93,KUR
2352,3178,107,93,DA
2456,3167,130,119,RU
2271,3030,181,89,U₂
2130,3049,141,89,|I.A|
2015,3064,119,89,GAL
2293,1471,93,67,MES
2219,1467,78,74,BI
2334,1412,74,63,MA
2334,1341,63,63,MA
2274,1404,63,67,A₂
2215,1397,56,70,UD
2263,1345,70,56,A₂
2208,1345,52,56,UD
2122,1404,89,59,GUD
2030,1401,85,70,PAP
2122,1345,85,63,GUD
2030,1345,89,67,KA
1945,1338,89,78,KASKAL
1900,1349,52,63,PAP
1748,1275,93,70,GABA
1834,1282,70,59,AŠ
1889,1278,96,67,NI
1982,1278,100,59,IB
2078,1278,78,63,TE
2145,1278,96,63,E
2226,1275,67,70,PAP
2393,1275,59,70,UD
2278,1267,115,78,GUD
