1735,267,157,135,PAP
1889,267,135,118,IGI
1743,400,160,112,IGI
2022,267,110,118,UD
1901,388,132,138,UD
2002,380,225,132,GABA
1681,495,211,149,UD
1496,633,191,129,|TE.A|
1659,636,225,132,UD
2221,492,197,118,DU
2221,616,166,107,DU
1383,740,127,169,ERIN₂
1493,768,174,121,PAP
1670,776,157,115,UR
1808,726,242,135,BI
2134,714,200,152,RU
1313,920,157,118,LU
1465,894,247,143,|ŠE.HU|
2103,993,202,141,DIB
2199,863,124,118,ERIN₂
1709,869,149,160,ŠA₃
1861,858,225,149,BI
1186,1024,298,152,KA
1490,1029,188,132,KI
1678,1038,211,110,KAL
1175,1170,292,101,PAP
1473,1145,186,138,KI
1634,1145,239,127,KAL
2120,1116,188,141,DIB
1108,1285,180,115,GAR
1319,1277,236,110,HA
1780,1229,290,143,LAM
1321,1369,214,138,UD
1141,1369,200,141,ZI
1709,1339,273,155,NIM
1965,1339,233,129,MA
1948,1465,174,155,RU
905,1541,143,155,IB
1029,1533,155,160,PA
1170,1516,231,180,LU₂
1389,1510,464,146,HAL
905,1710,157,183,BAD
1035,1704,143,188,ŠA₃
1167,1684,270,216,|LAGAB.LAGAB|
1664,1662,163,169,ŠU₂
1507,1668,183,172,TIL
1431,1698,84,141,DIM₂
1243,1954,146,143,ŠU₂
978,1932,259,177,|U.U|
1380,1946,228,146,|U.U|
