1144,414,384,255,DU
1696,418,468,213,BA
1676,708,267,203,MAŠ
599,1671,255,199,A
913,1619,263,247,ZA
1172,1579,422,219,AD
1725,1551,354,203,LA
1072,198,446,271,DA
1681,202,358,247,IN
1673,871,486,239,SAR
1912,668,410,215,MAŠ
579,805,287,271,GAL
690,1014,239,243,NA
224,1299,394,239,TI
1108,1192,466,287,KID
626,1239,446,279,LA
503,1496,362,207,BA
882,1437,319,229,AN
1207,1397,381,186,PAP
872,999,207,219,KI
1084,979,214,255,E
2043,197,219,263,NI
1868,1094,318,287,TE
2163,1066,291,295,E
1693,1161,183,191,AŠ
1669,1289,342,251,UD
2015,1340,410,207,TAG
817,753,299,255,E
1120,693,418,275,NE
1279,916,314,255,NE
276,1031,414,271,NUN
