1019,260,64,150,DIŠ
1077,248,164,129,|3×AN|
1261,246,116,121,GAN₂
1514,253,142,107,BARA₂
1391,246,118,107,|UD×(U.U.U)|
1732,246,184,109,MAR
1093,355,95,101,BAD
1506,338,103,99,|HI×NUN|
1615,326,93,112,HI
1892,249,109,96,BAD
1416,357,96,94,BI
1269,367,151,99,|3×AN|
1195,364,75,101,MA
1801,343,114,106,MA
1708,346,93,101,IR
1037,462,57,119,DIŠ
1084,460,132,108,|3×AN|
1221,470,124,85,|3×AN|
1752,429,93,93,BAD
1843,439,72,75,MA
1639,444,114,85,MAR
1662,261,75,80,IGI
1548,444,95,75,IGI
1760,524,90,77,BAD
1688,532,70,72,IGI
1045,674,49,103,DIŠ
1092,663,119,103,|3×AN|
1055,782,54,77,DIŠ
1102,759,106,95,|3×AN|
1120,842,103,101,DIŠ
1450,829,90,80,BI
1226,842,85,98,MA
1316,836,129,93,|3×AN|
1022,3417,44,93,DIŠ
1068,3404,178,101,|3×AN|
1249,3404,44,85,AŠ
1156,3195,152,101,KI
1314,3200,101,90,GIŠ
1125,3045,108,134,UD
1219,243,57,119,AŠ
1356,280,49,83,AŠ
1338,474,34,67,AŠ
1373,450,93,109,|UD×(U.U.U)|
1461,440,93,98,GUD
1533,528,158,85,|IGI.ERIN₂|
1484,551,57,70,KUR
1391,535,103,101,DI
1300,548,93,93,SI
1223,548,78,96,KUR
1099,564,124,90,|EN×GAN₂@t|
1199,644,78,98,GIŠ
1660,628,93,90,DU
1582,626,75,83,MU
1471,628,109,93,KAL
1396,639,78,90,E
1269,634,124,98,LI
1207,750,168,93,|PA.LU|
1363,721,102,102,ZI
1457,737,78,89,AN
1525,724,81,99,NA
1614,734,52,81,AŠ
1379,3051,124,95,|HI×BAD|
1091,2942,124,106,TE
1222,2953,142,101,ZE₂
1372,2947,137,103,A₂
1248,2865,93,93,KI
1346,2870,95,77,IGI
1448,2870,105,84,NU
1558,2857,100,108,MU
1410,2777,106,77,KIN
1514,2775,80,77,TAR
1596,2775,62,85,A
1666,2770,113,80,DA
1341,2643,121,126,PAD
1462,2646,170,106,MI
1640,2643,139,108,TUR
1346,2561,101,83,KIN
1449,2563,46,75,AŠ
1498,2563,54,85,A
1547,2535,121,108,GAR₃
1676,2543,54,85,U
1426,2460,129,93,|3×AN|
1550,2442,54,93,MAŠ
1310,2777,83,88,ŠE
