290,131,147,69,SIK₂
289,204,96,66,NU
382,190,98,80,NU
467,191,128,82,|UD.DU|
358,275,79,68,ŠU₂
444,271,62,70,DIŠ
494,263,160,78,|U.KA|
353,414,0,0,BLANK
296,362,119,80,NA₄
414,352,242,95,|ZA.GUL|
757,348,193,97,NA₄
983,359,78,86,UD
335,451,101,85,NA₄
434,455,108,82,MEŠ
529,454,129,80,EN
691,455,105,74,EN
784,449,222,85,U₂
998,448,118,85,NA₄
1121,434,118,98,MEŠ
280,533,97,67,AŠ
367,520,98,81,NI
458,528,132,68,RI
578,513,174,87,|UD.DU|
749,517,242,79,AK
993,532,112,58,AŠ
1101,529,143,72,SAG
1241,518,109,79,DU
275,618,112,86,NA₄
373,618,90,82,MU
447,613,59,93,ZA
504,614,104,86,NA₄
604,610,176,89,|ZA.GUL|
771,614,105,84,NA₄
866,611,198,89,|ZA.MUŠ₃@g|
1054,616,132,81,U₂
1171,614,94,82,AŠ
1283,617,96,77,NA₄
341,721,109,78,NA₄
437,722,109,79,MEŠ
536,715,72,79,BAD
589,733,55,43,AŠ
631,721,144,67,KA
749,722,66,70,ŠU₂
888,789,0,0,BLANK
887,714,2,0,BLANK
817,718,75,83,DU
894,720,83,77,KU
983,711,140,77,SIK₂
249,790,104,77,NU
536,945,231,81,MEŠ
898,945,92,79,ŠA₃
994,945,85,71,BI
773,943,121,83,ŠA
307,1029,104,81,MA
592,1027,121,85,ZE₂
804,1029,92,75,ŠA
900,1035,148,77,SAG
892,861,48,81,A
944,863,40,75,ME
769,858,119,75,U₂
646,861,81,83,MEŠ
480,861,108,81,U₂
727,867,42,73,KAK
478,1113,77,56,BAD
559,1113,29,54,AŠ
590,1117,121,50,KA
1106,710,61,86,UD
1156,713,151,84,SIK₂
347,790,96,69,NU
430,780,188,81,|UD.DU|
610,779,122,80,AK
780,793,129,63,KA
905,793,124,67,KEŠ₂
1021,790,163,66,KEŠ₂
220,869,133,82,|ŠU₂.AN|
343,854,86,91,SAL
413,852,96,96,MU
580,867,79,77,AN
988,858,119,77,LU
1079,857,126,75,TU
339,955,214,67,|GU₂×KAK|
236,1029,89,76,PAP
489,1032,111,77,TAG
707,1029,104,85,RI
360,1114,44,71,DIŠ
319,1100,163,63,NA
250,1102,109,92,ŠA
698,1112,62,73,ŠU₂
745,1094,107,85,DU
844,1110,87,72,KU
917,1106,145,78,|IGI.DIB|
434,1177,113,83,SAG
538,1179,75,81,KI
607,1183,79,75,LU
679,1184,95,78,BA
765,1185,64,74,GAR
847,1193,36,47,AŠ
868,1172,150,79,|U.KA|
674,1268,154,92,NA
