1795,356,158,123,RA
1916,346,192,129,HENBUR₂
2095,347,99,127,giš
1717,475,139,115,AŠ
1825,473,100,120,A
1914,474,220,121,ID₂
2119,470,91,112,ina
2175,464,139,123,NINDU
2298,458,95,124,UŠ₂
2388,462,131,129,er
2508,466,128,122,ta
1697,605,196,121,KUN
1874,604,144,119,UZU
1998,608,89,112,MEŠ
2065,598,60,121,šu₂
2102,592,179,118,šim
2261,598,98,118,ma
2336,590,104,133,tu₂
2383,611,79,96,u
2434,590,161,128,ri
2538,587,118,125,mu
2634,595,84,110,tu₂
2692,601,89,98,TUKU
2762,595,102,107,MEŠ
2837,607,55,92,u
2880,596,73,102,ši
2943,590,67,118,hat
2985,584,125,112,UZU
3089,584,101,119,MEŠ
1511,726,48,101,ŠU₂
1554,716,86,113,GIŠ
1638,714,119,114,SI
1751,718,87,114,HA
1834,721,89,112,GIŠ
1894,727,197,107,|IGI.RI|
2072,720,94,103,GAN
2157,709,113,124,NA
2244,718,133,110,U₂
2363,706,124,120,BA
2455,716,122,101,RI
2566,709,129,111,RA
2667,707,94,104,UD
2746,690,155,122,U₂
2897,684,150,120,AB₂
3042,678,128,124,GABA
1898,825,1,4,BLANK
1363,824,130,130,U₂
1466,826,83,111,KUR
1538,827,81,115,KUR
1618,831,81,116,giš
1685,820,218,122,ERIN
1895,824,102,121,giš
1973,821,118,117,SUR
2058,831,67,108,MIN₃
2124,824,105,112,giš
2191,830,65,108,dap₂
2244,821,147,110,ra
2354,823,89,91,nu
2437,812,142,117,GI
2579,806,80,121,DUG₃
2631,807,128,121,GA
2753,809,179,115,šim
2906,802,145,109,em
3007,799,165,109,di
1387,955,188,92,ŠIM
1550,923,86,121,ŠAL
1626,930,175,109,šim
1777,930,63,111,GUR₂
1829,924,68,109,GUR₂
1897,929,190,108,šim
2064,933,138,108,LI
2193,920,183,118,šim
2346,931,72,103,GAM
2406,925,97,109,MA
2488,925,181,105,ŠIM
2653,925,171,106,GIR₂
2830,906,93,118,giš
2902,907,262,108,ŠINIG
1437,1036,117,109,GI
1538,1031,194,118,ŠUL
1694,1041,78,99,HI
1768,1039,138,106,u₂
1899,1035,56,92,IN₆
1942,1040,81,93,UŠ₂
2018,1035,126,102,RI
2125,1040,121,97,RI
2239,1031,99,106,giš
2316,1034,215,116,GIŠIMMAR
2513,1031,88,105,PA
2590,1033,77,108,giš
2660,1021,146,111,ILDAG₂
2802,1022,73,109,PA
2868,1025,84,110,giš
2932,1023,137,106,dul
3045,1018,104,109,bi
1506,1153,57,95,GIŠ
1556,1151,89,107,PEŠ₃
1641,1149,77,101,PA
1712,1150,81,100,giš
1791,1148,116,96,HAŠHUR
1901,1144,87,111,PA
1972,1141,90,103,giš
2052,1137,114,108,ŠENNUR
2167,1144,81,104,PA
2242,1138,125,113,giš
2320,1163,68,72,til
2384,1141,117,116,la
2671,1124,115,119,PA
2779,1121,112,120,giš
2892,1127,71,118,a
2947,1122,117,119,šu
3047,1110,85,126,hi
2484,1117,196,134,GEŠTIN
1599,1248,97,120,NA
1687,1250,92,110,ni
1768,1255,110,108,GURUN
1874,1257,89,113,giš
1947,1257,125,107,KIRI₆
2066,1256,72,102,DU₃
2127,1257,63,103,A
2173,1258,89,94,BI
2254,1250,136,103,U₂
2367,1259,67,95,HI
2422,1252,68,111,A
2479,1254,81,109,DU₃
2542,1247,65,117,A
2597,1238,91,108,BI
2675,1242,148,110,ŠIM
2796,1249,63,96,HI
2849,1232,78,118,A
2909,1237,82,102,DU₃
2975,1225,78,110,A
3040,1220,92,115,BI
2852,1409,0,0,BLANK
1617,1357,181,106,DI
1790,1351,172,102,AŠ
1968,1343,149,122,uruda
2101,1360,155,111,ŠEN
2241,1361,0,0,BLANK
2241,1361,164,105,TUR
2401,1351,148,103,ŠEG₆
2538,1344,131,115,šal
2664,1347,57,97,ina
2706,1348,141,108,ŠA₃
2836,1345,144,106,RA
2968,1345,164,108,su
1600,1492,68,119,GIŠ
1642,1500,229,106,ERIN
1852,1498,286,107,ŠEŠ₂
2169,1487,68,118,DIŠ
