1642,1722,147,80,KI
1099,1623,95,120,|U.U|
1605,1647,138,86,U₂
1737,1629,111,114,KAL
1612,1570,89,89,AŠ
1676,1570,101,80,UD
1747,1537,126,107,SUD
1547,1478,117,129,KAL
1645,1475,166,98,|U.KA|
1535,1386,95,123,|U.U|
1627,1377,328,135,U₂
1538,1297,123,107,KAL
1645,1309,61,107,DIŠ
1697,1294,92,107,ME
1765,1297,101,92,NI
1854,1285,98,107,KU₄
1590,1236,120,86,U₂
1538,1150,120,101,KAL
1697,1233,89,80,LU
1639,1131,178,111,DIM₂
1038,755,80,101,BAD
1526,765,95,98,SAL
1034,828,89,101,BAD
1519,834,172,107,KAL
1605,913,98,86,GAR
1544,978,71,107,|U.U|
1145,1052,120,104,AŠ
1056,3154,77,117,BAD
1133,3142,104,111,DI
1762,3231,95,86,ZA
1845,3219,120,107,IGI
1133,3302,107,123,DI
1771,3305,153,92,DIM₂
1903,3302,153,95,LU₃
1793,3384,117,114,GIŠ
1879,3394,178,77,KU
1879,3469,126,71,RU
1965,3452,114,74,BU
2057,3424,147,126,|ŠE.HU|
2115,3523,132,101,NI
2216,3513,107,123,GAR
1977,3544,153,98,KAL
1651,3630,132,114,DI
1759,3636,71,107,DIŠ
1814,3642,147,89,SAG
1940,3633,135,107,ZE₂
2044,3630,132,92,KU₄
2130,3612,120,98,UB
2235,3618,129,89,GIR₂
1661,3759,144,107,GIR₂
1946,3734,126,114,ZE₂
2139,3724,184,111,MURUB₄
2060,3734,98,107,AŠ
1618,3877,138,135,MU
1737,3873,126,126,KAL
1857,3869,111,132,IGI
1955,3857,169,147,TUM
1642,4038,61,89,DIŠ
1704,4035,61,111,SUR
1762,4041,58,111,KAK
1811,4017,175,135,|TUR.UŠ|
1756,4167,68,123,DIŠ
1811,4164,34,111,AŠ
1836,4158,98,138,SUR
