509,1627,45,57
693,1633,90,59
735,2451,125,46
500,1684,57,59
481,1885,58,62
694,2246,52,68
749,2244,59,74
726,1586,44,57
724,1813,50,75
776,1812,46,68
513,1740,75,66
415,2063,50,69
413,2127,56,69
418,2004,47,64
421,1885,52,62
424,1827,44,60
403,1947,70,62
635,2399,63,52
417,2191,43,58
585,1880,194,62
605,2122,121,67
458,1827,63,57
512,1579,67,51
461,2124,69,67
552,1631,86,51
468,2063,68,60
720,1990,82,64
596,1995,129,66
572,1817,69,69
564,2401,80,52
666,1581,66,53
650,1685,105,64
586,2248,106,62
445,1684,58,59
431,1741,91,64
739,2125,92,69
355,1832,78,59
344,2067,83,62
345,1891,84,58
343,2252,73,67
338,2127,94,64
669,1742,84,59
695,2398,104,47
473,2248,93,60
559,1684,96,61
495,1997,106,65
581,1737,96,64
509,2119,89,67
510,1821,78,60
516,2063,88,60
516,1941,64,53
582,1576,90,59
455,2192,132,58
602,2060,150,67
734,2051,152,70
579,1945,53,56
790,1984,102,70
590,2185,130,68
671,2440,71,60
619,2455,66,56
559,2450,70,57
338,2188,79,61
340,2007,87,53
341,1948,83,68
456,1998,56,74
463,1944,64,56
648,1936,208,53
598,1877,284,64
635,1807,93,73
354,1739,84,66
748,1744,91,68
387,1680,60,59
742,1700,65,43
770,1584,61,56
448,1568,70,57
430,1622,89,66
632,1627,71,61
771,1643,40,37
352,953,38,85
708,829,80,65
661,1031,98,62
778,690,58,69
595,1091,53,68
525,895,77,71
565,833,83,65
624,297,94,55
443,829,51,73
605,901,53,72
346,643,50,71
345,709,46,67
507,1030,62,57
565,622,94,74
487,638,82,68
347,895,98,65
685,693,101,71
785,956,61,74
647,1092,59,64
420,767,75,75
641,968,94,65
605,759,87,69
541,341,123,64
773,756,74,72
726,345,120,69
387,638,120,71
706,1092,44,61
778,829,74,65
740,899,77,64
739,623,105,71
632,834,68,61
710,300,55,49
477,966,90,67
550,694,137,69
417,1025,104,57
656,625,88,73
656,899,88,71
381,702,90,72
500,1092,99,62
499,763,92,68
737,962,58,72
653,348,96,61
350,768,105,64
746,1090,92,65
565,968,81,65
350,826,96,69
463,701,87,69
488,831,84,66
437,895,84,75
560,1025,105,72
685,754,87,73
555,292,78,56
767,290,78,57
825,748,45,71
382,957,91,81
342,1029,79,60
755,1021,107,65
505,1032,52,64
581,1153,112,69
694,1153,45,56
745,1142,112,63
