1995,423,144,150
2128,434,80,111
2202,436,270,136
2407,412,286,174
2824,425,310,146
3039,379,216,178
1722,541,317,134
1946,534,285,150
2187,548,224,148
2403,548,271,150
2728,553,372,146
3025,577,166,112
3195,572,172,132
1073,666,263,147
1329,662,252,157
1584,677,164,128
1736,666,435,133
2121,652,126,140
2276,695,324,106
2807,695,257,109
3052,676,270,143
3285,698,215,126
701,883,260,183
912,859,264,169
1174,835,266,148
1575,838,286,101
1829,826,308,135
2123,839,176,143
2287,817,345,145
2676,852,305,113
2996,828,317,152
3260,859,244,136
788,1024,204,154
984,1013,199,140
1126,967,493,169
1604,955,255,160
1871,961,131,117
1991,954,175,125
2167,941,295,180
2579,971,130,127
2695,931,232,171
2862,957,214,173
3043,961,211,149
3171,978,233,164
3362,957,152,177
882,1150,225,155
1040,1182,107,89
1141,1109,250,196
1339,1114,233,163
1495,1103,196,163
1657,1101,179,181
1827,1122,183,139
1998,1107,224,158
2206,1109,270,149
2437,1097,189,150
2616,1125,282,147
2912,1136,145,133
3008,1119,175,167
3171,1136,131,165
3272,1131,245,159
842,1299,221,148
1027,1264,173,167
1197,1285,278,143
1471,1220,353,201
1828,1262,353,160
2163,1239,454,143
2723,1261,394,168
3117,1259,396,145
710,1442,168,181
800,1440,201,156
998,1409,218,144
1203,1445,103,117
1298,1429,188,137
1472,1416,228,134
1691,1408,159,147
1826,1414,198,129
1980,1363,247,166
2201,1389,237,147
2960,1385,267,144
3250,1396,270,149
681,1612,176,148
813,1585,190,158
994,1558,191,150
1154,1568,75,117
1222,1576,69,110
1291,1558,255,161
1535,1545,154,151
1653,1552,215,146
1863,1541,111,139
1965,1508,206,164
2420,1528,195,132
2616,1506,214,168
2816,1530,333,134
3107,1515,251,187
3355,1511,169,158
697,1760,182,158
877,1726,159,150
1003,1701,371,155
1366,1677,330,152
1633,1659,321,151
1947,1677,127,159
2062,1666,133,167
2522,1681,156,141
2630,1694,226,142
2791,1691,229,139
3018,1675,114,147
3113,1683,213,167
3242,1677,170,155
3405,1662,105,163
962,1887,111,183
1062,1836,258,184
1309,1810,377,185
1659,1794,259,186
1908,1819,289,159
2468,1792,361,178
2903,1829,202,153
3194,1813,286,173
1119,2014,253,154
1364,1993,278,170
1640,1990,187,152
1837,1974,288,157
2117,1975,136,147
2230,1957,278,165
2474,1994,340,152
2803,1989,329,143
3133,1960,202,163
3294,1966,217,136
1177,2164,280,173
1441,2154,255,155
1698,2141,168,161
1851,2115,332,182
2587,2148,260,147
2840,2117,183,151
2977,2140,188,150
3157,2110,119,185
3251,2101,184,148
972,2368,200,153
1449,2303,148,147
1597,2306,268,163
1854,2276,555,174
2397,2303,324,166
2715,2281,231,178
878,2602,255,147
1124,2578,178,151
1284,2551,119,168
1389,2540,239,175
1596,2505,240,163
1807,2502,170,185
1959,2514,198,137
2434,2536,251,150
848,2726,218,164
1040,2704,267,178
1294,2708,300,136
1888,2700,312,156
2978,2649,242,168
3261,2625,239,179
1049,2880,304,141
2618,2825,328,164
2938,2774,283,174
3248,2737,229,176
884,3054,227,153
1099,3030,158,145
1234,3009,113,150
1335,3016,198,126
1803,2952,188,179
1958,2968,277,172
2243,2949,190,158
2673,2941,335,193
3008,2933,251,148
3264,2886,231,155
909,3180,263,138
1166,3171,271,152
1439,3135,399,157
1838,3137,349,133
2186,3080,216,166
2550,3109,227,160
2935,3044,332,165
3267,3001,233,184
913,3314,288,178
1166,3286,300,192
1459,3257,337,187
1753,3265,231,157
1961,3233,265,205
2224,3256,160,158
2569,3193,373,199
2935,3170,300,183
3244,3168,249,167
1099,3458,248,156
1390,3438,413,165
1794,3413,206,173
2024,3413,348,159
2442,3381,506,178
2947,3351,295,167
3258,3287,245,169
1089,3608,331,166
1706,3612,201,122
1904,3593,255,141
2120,3544,256,184
2469,3565,304,136
2740,3510,396,216
3106,3456,218,182
1123,3761,147,147
1562,3758,180,148
1724,3733,345,156
2050,3738,276,152
2326,3717,109,147
2417,3731,220,142
2623,3686,300,181
2924,3661,141,177
3051,3633,309,185
1882,3877,158,187
2341,3868,261,181
2592,3874,193,194
2737,3866,289,155
3027,3826,216,171
3274,3795,219,160
2099,4070,234,126
2333,4051,358,139
2681,4010,303,146
2979,3992,291,152
3267,3920,215,201
2155,4202,520,160
2719,4125,500,194
3292,4109,204,199
1681,4362,278,155
1945,4341,365,149
2282,4328,298,177
2589,4338,232,164
2814,4340,275,145
3090,4324,196,132
3273,4258,229,196
1912,4519,214,137
2400,4509,183,133
2608,4501,153,121
2905,4472,265,169
3222,4464,259,135
