2710,1178,336,168
2672,1342,340,164
2750,1514,264,198
2980,1500,200,198
2504,1516,296,204
2298,1552,230,158
2304,1698,276,226
2552,1710,262,170
2770,1688,276,180
2050,1726,300,202
2188,1896,316,192
2492,1868,290,214
2720,1832,262,224
1612,2122,148,202
1738,2124,376,174
2092,2094,274,196
2336,2070,336,228
2636,2032,332,210
2284,2272,202,172
2704,2252,240,180
2476,2224,254,238
1568,2240,396,240
1958,2262,338,212
2394,2452,264,150
2604,2418,304,184
1548,2482,322,200
1842,2492,312,174
2134,2452,282,178
2338,2616,406,212
1986,2648,412,192
1730,2652,304,222
1480,2678,298,198
2248,2854,342,178
2044,2832,262,176
1714,2856,376,192
1532,2870,254,170
