1056,2889,188,103
1257,2879,119,158
1252,2725,184,138
1411,2757,253,115
1651,2772,246,111
1068,2727,203,165
1351,2859,166,153
1496,2892,271,115
1961,2641,116,132
2089,2615,83,142
1804,2648,156,127
1616,2639,132,150
940,2617,179,134
1145,2603,252,129
1384,2619,229,118
672,2608,173,121
529,2604,138,116
496,2455,164,137
708,2473,236,131
931,2475,222,132
1147,2484,168,119
1325,2492,240,136
1572,2503,203,120
1752,2507,136,160
1865,2509,212,118
617,2329,223,154
803,2349,206,127
999,2351,124,122
1116,2348,237,128
1333,2356,158,124
1481,2361,178,132
2037,2371,98,138
2132,2369,69,124
1847,2365,205,126
1676,2360,179,140
359,2200,160,129
511,2196,186,144
695,2189,109,158
812,2196,101,155
881,2215,94,110
983,2201,209,134
1199,2235,150,105
1547,2227,161,132
1815,2253,142,116
1348,2231,221,124
1832,2099,229,137
1520,2092,241,141
851,2049,157,136
1136,2083,169,118
716,2037,153,146
535,2040,188,133
1001,1920,107,160
1115,1927,138,154
1288,1916,107,165
2099,1813,130,91
1849,1821,186,124
407,1780,172,116
232,1809,165,108
1859,1557,86,108
1803,1411,121,145
1852,1275,164,124
1303,2064,137,152
