456,627,68,49
781,415,61,45
275,634,63,47
707,462,59,48
667,314,71,39
577,433,72,42
674,506,62,44
773,609,76,45
363,666,79,47
669,386,67,49
671,653,79,41
659,355,71,44
586,393,92,43
243,594,71,47
571,662,117,43
404,84,76,49
480,72,76,58
639,70,111,43
743,58,93,46
657,108,52,48
528,251,100,44
622,251,76,43
692,248,54,38
760,243,72,40
672,143,61,44
564,153,119,39
475,295,61,43
531,292,73,41
614,283,68,49
676,277,81,44
758,276,77,40
472,329,59,50
526,327,63,46
584,324,60,44
730,310,60,44
785,311,58,39
447,369,47,45
414,378,36,38
577,359,88,41
792,344,49,40
717,345,83,47
442,402,77,48
386,408,61,52
513,397,38,45
547,392,44,47
727,385,70,40
787,373,50,43
496,433,91,48
402,440,103,48
265,447,99,46
641,436,75,41
716,419,52,42
368,481,66,45
574,470,94,43
667,468,33,39
762,463,41,35
796,456,49,42
419,478,72,47
490,470,93,47
323,522,71,44
791,490,53,47
730,497,72,44
484,519,60,43
385,518,104,46
351,559,38,37
386,561,105,31
538,511,57,51
590,510,86,45
487,558,37,38
274,561,82,45
225,565,57,43
518,552,53,39
605,543,89,52
778,530,66,44
703,539,71,40
334,592,76,45
403,590,57,51
454,587,73,51
522,590,140,42
688,575,107,39
799,567,44,40
329,634,75,41
518,627,57,43
570,629,49,40
612,626,68,41
684,617,50,44
731,613,37,36
561,706,84,40
223,641,60,40
213,674,57,49
263,671,91,45
437,666,95,42
515,664,62,45
745,651,39,44
779,651,62,42
202,719,46,40
246,710,107,43
382,705,78,42
445,704,104,40
672,685,76,48
277,743,71,38
341,737,64,45
406,738,76,46
668,727,67,45
326,775,87,39
432,775,70,35
495,772,68,34
560,771,74,34
680,762,68,41
746,763,40,41
434,804,86,39
517,801,52,43
566,803,64,40
629,801,46,42
672,797,63,51
725,793,69,56
