538,83,66,96
40,115,54,90
82,94,108,102
187,91,144,105
325,91,135,102
451,85,90,99
46,202,48,87
94,199,105,102
190,193,132,99
319,193,144,102
454,178,66,105
55,301,57,105
103,292,114,96
61,397,66,90
106,382,144,102
244,376,108,93
67,484,57,102
115,487,114,84
223,472,135,93
436,484,60,78
616,454,84,108
361,379,105,87
61,580,72,102
121,574,120,108
229,565,102,102
433,562,60,99
586,559,111,87
688,448,93,105
694,559,87,90
778,442,120,99
775,541,114,90
901,442,129,90
895,526,138,102
478,370,105,93
598,358,135,96
739,367,114,87
853,346,183,90
445,289,75,72
658,259,117,102
769,256,189,87
214,289,168,84
373,289,75,84
511,172,120,99
622,163,129,93
976,160,57,93
898,157,78,87
145,2095,213,117
142,2323,45,96
190,2338,60,84
247,2335,48,84
103,1924,66,90
319,1918,126,105
220,1936,93,78
169,1930,57,96
106,1828,63,93
172,1831,150,81
319,1813,111,96
115,1732,48,99
169,1732,135,102
70,680,57,105
121,676,114,87
367,667,147,102
229,664,147,117
607,658,147,93
505,664,99,90
745,640,138,108
100,1645,66,87
169,1663,87,75
391,1639,117,99
103,1561,66,90
178,1576,93,90
358,1546,138,90
499,1546,111,90
103,1480,57,84
160,1474,114,99
271,1480,51,81
451,1462,132,84
583,1447,132,105
106,1375,63,96
163,1375,114,108
280,1378,51,84
448,1363,138,96
595,1366,114,93
109,1279,60,99
166,1285,114,99
277,1285,129,84
394,1279,69,96
460,1276,129,93
598,1261,165,102
94,1195,69,87
166,1195,102,90
595,1165,99,90
424,1177,78,90
502,1168,90,120
265,1195,159,81
94,1081,60,108
157,1093,99,102
247,1081,180,111
418,1069,90,111
514,1063,69,108
595,1054,102,114
91,988,66,84
151,979,111,111
268,967,117,123
397,976,96,96
526,967,180,84
91,880,54,102
145,874,132,108
277,868,87,99
358,853,165,126
529,853,102,108
637,844,132,117
772,841,87,129
70,784,63,90
127,787,105,84
448,763,75,84
505,757,135,84
634,760,72,84
691,748,141,93
826,751,66,90
238,784,162,78
388,778,69,87
